Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58.0,27.0,7.0,100.0,Visceral Games,M
Patapon 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74.0,41.0,7.0,35.0,SCE Japan Studio,E
Ice Age: Dawn of the Dinosaurs,Wii,2009.0,Action,Activision,0.11,0.14,0.0,0.03,0.27,75.0,12.0,8.0,6.0,Activision,E10+
Tao Feng: Fist of the Lotus,XB,2003.0,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,65.0,32.0,6.0,8.0,Studio Gigante,M
Guitar Hero: Van Halen,PS3,2009.0,Misc,Activision,0.14,0.09,0.0,0.04,0.27,59.0,33.0,5.0,9.0,Neversoft Entertainment,T
Dragon Ball Z: Budokai 2,GC,2004.0,Fighting,Atari,0.21,0.06,0.0,0.01,0.27,66.0,9.0,6.0,12.0,Pyramid,T
Over the Hedge,DS,2006.0,Platform,Activision,0.24,0.01,0.0,0.02,0.27,71.0,17.0,6.0,9.0,Vicarious Visions,E
Siren: Blood Curse,PS3,2008.0,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.01,0.27,78.0,42.0,8.0,87.0,SCE Japan Studio,M
NHL Hitz 20-02,XB,2001.0,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27,79.0,20.0,9.0,11.0,Black Box,E
GRID 2,X360,2013.0,Racing,Codemasters,0.08,0.16,0.0,0.03,0.27,78.0,51.0,6.0,156.0,Codemasters,E
Evil Dead: Hail to the King,PS,2000.0,Adventure,THQ,0.15,0.1,0.0,0.02,0.27,51.0,8.0,6.0,7.0,Heavy Iron Studios,M
Need for Speed: The Run,Wii,2011.0,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64.0,6.0,4.0,21.0,Firebrand Games,E10+
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001.0,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,67.0,11.0,8.0,7.0,"Z-Axis, Ltd.",E
The Evil Within,PC,2014.0,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,18.0,6.0,721.0,Tango Gameworks,M
Rock Revolution,X360,2008.0,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,38.0,28.0,5.0,17.0,"Zoe Mode, HB Studios Multimedia",T
Dead Rising 2: Off the Record,X360,2011.0,Action,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,48.0,8.0,60.0,Capcom Vancouver,M
WWII Aces,Wii,2008.0,Simulation,Destineer,0.25,0.0,0.0,0.02,0.27,41.0,7.0,5.0,18.0,Arcade Moon,T
Athens 2004,PS2,2004.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,61.0,57.0,7.0,13.0,Eurocom Entertainment Software,E
Pro Race Driver,PS2,2002.0,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,81.0,22.0,8.0,20.0,Codemasters,T
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003.0,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,80.0,48.0,9.0,59.0,Monolith Soft,T
Iron Man 2,X360,2010.0,Action,Sega,0.15,0.09,0.0,0.03,0.27,41.0,35.0,6.0,54.0,Sega Studios San Francisco,T
Rocky: Legends,PS2,2004.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,65.0,24.0,9.0,12.0,Venom Games,T
The Warriors,PSP,2007.0,Action,Take-Two Interactive,0.23,0.01,0.0,0.02,0.27,81.0,36.0,8.0,21.0,"Rockstar Toronto, Rockstar Leeds",M
RalliSport Challenge 2,XB,2004.0,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,87.0,69.0,9.0,33.0,Digital Illusions,E
Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,41.0,7.0,7.0,Namco,E
F1 Race Stars,X360,2012.0,Racing,Codemasters,0.07,0.17,0.0,0.02,0.27,64.0,33.0,6.0,22.0,Codemasters,E
Sing Party,WiiU,2012.0,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27,60.0,21.0,5.0,18.0,FreeStyleGames,E10+
NHL 07,X360,2006.0,Sports,Electronic Arts,0.25,0.0,0.0,0.02,0.27,79.0,49.0,5.0,167.0,EA Sports,E10+
RollerCoaster Tycoon 3,PC,2004.0,Strategy,Atari,0.01,0.22,0.0,0.04,0.27,81.0,39.0,5.0,346.0,Frontier Developments,E
Ty the Tasmanian Tiger,GC,2002.0,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27,69.0,12.0,9.0,15.0,Krome Studios,E
WWE Road to WrestleMania X8,GBA,2002.0,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,73.0,10.0,8.0,6.0,Natsume,E
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004.0,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,67.0,21.0,8.0,20.0,Racjin,T
NASCAR 06: Total Team Control,XB,2005.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,79.0,25.0,6.0,7.0,EA Sports,E
BloodRayne 2,PS2,2004.0,Shooter,THQ,0.13,0.1,0.0,0.03,0.27,70.0,26.0,8.0,21.0,Terminal Reality,M
Rory McIlroy PGA Tour,XOne,2015.0,Action,Electronic Arts,0.16,0.09,0.0,0.02,0.27,60.0,26.0,4.0,77.0,EA Tiburon,E
The Club,X360,2008.0,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,76.0,63.0,7.0,43.0,Bizarre Creations,M
NHL 2002,XB,2001.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,89.0,17.0,9.0,5.0,EA Sports,E
LEGO The Hobbit,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,20.0,7.0,36.0,TT Games,E10+
Lightning Returns: Final Fantasy XIII,X360,2013.0,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,21.0,7.0,222.0,Square Enix,T
Shadow of Rome,PS2,2005.0,Action,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,52.0,8.0,62.0,Capcom,M
NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,4.0,15.0,Eutechnyx,E
Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61.0,17.0,8.0,28.0,EA Games,E10+
Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.0,8.0,Next Level Games,T
Stuntman: Ignition,PS2,2007.0,Racing,THQ,0.13,0.1,0.0,0.03,0.27,71.0,8.0,6.0,8.0,Paradigm Entertainment,T
NHL 2K11,Wii,2010.0,Sports,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,62.0,12.0,6.0,4.0,Visual Concepts,E10+
Fantastic 4,XB,2005.0,Action,Activision,0.2,0.06,0.0,0.01,0.27,62.0,46.0,7.0,8.0,7 Studios,T
MotoGP,PS2,2000.0,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77.0,16.0,6.0,5.0,Namco,E
Batman: Arkham Origins Blackgate,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7.0,7.0,38.0,Armature Studio,T
Shadows of the Damned,PS3,2011.0,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,56.0,8.0,124.0,Grasshopper Manufacture,M
R.U.S.E.,PC,2010.0,Strategy,Ubisoft,0.04,0.19,0.0,0.04,0.27,76.0,33.0,8.0,176.0,Eugen Systems,T
NBA Live 2004,GC,2003.0,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84.0,17.0,9.0,4.0,EA Sports,E
Reign of Fire,PS2,2002.0,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56.0,16.0,7.0,4.0,Kuju Entertainment,M
The Sims 2: Pets,GC,2006.0,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,15.0,7.0,8.0,Maxis,T
Ultimate NES Remix,3DS,2014.0,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16.0,8.0,32.0,Indies Zero,E
Tropico 4,PC,2011.0,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78.0,46.0,8.0,359.0,Haemimont,T
The BIGS,X360,2007.0,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,79.0,23.0,8.0,21.0,Blue Castle Games,E
Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13.0,9.0,21.0,Blue Tongue Entertainment,T
Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,78.0,20.0,8.0,7.0,Electronic Arts,T
InuYasha: Feudal Combat,PS2,2005.0,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,14.0,8.0,21.0,Eighting,T
R.U.S.E.,X360,2010.0,Strategy,Ubisoft,0.12,0.11,0.0,0.02,0.27,78.0,45.0,7.0,38.0,Eugen Systems,T
Duel Masters,PS2,2004.0,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,66.0,20.0,8.0,6.0,High Voltage Software,E
MotionSports: Adrenaline,X360,2011.0,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,41.0,8.0,7.0,7.0,Ubisoft Vancouver,E
NBA 07,PS3,2006.0,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,63.0,24.0,6.0,10.0,SCEA,E
Call of Juarez: The Cartel,X360,2011.0,Shooter,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,62.0,6.0,109.0,Techland,M
My Japanese Coach,DS,2008.0,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,4.0,7.0,6.0,"Ubisoft, Sensory Sweep",E
Need for Speed: Most Wanted,DS,2005.0,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,4.0,6.0,22.0,EA Canada,E
Section 8,X360,2009.0,Shooter,SouthPeak Games,0.15,0.09,0.0,0.02,0.27,69.0,49.0,7.0,59.0,TimeGate Studios,T
ESPN NBA Basketball,XB,2003.0,Sports,Sega,0.2,0.06,0.0,0.01,0.27,87.0,18.0,8.0,25.0,Visual Concepts,E
Lowrider,PS2,2002.0,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46.0,14.0,8.0,11.0,Pacific Century Cyber Works,T
Family Guy: Back to the Multiverse,PS3,2012.0,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.0,31.0,Heavy Iron Studios,M
All-Pro Football 2K8,X360,2007.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,22.0,7.0,52.0,Visual Concepts,E10+
Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9.0,7.0,6.0,"LDW, Big Fish Games",E
Plants vs. Zombies,X360,2010.0,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,89.0,27.0,8.0,160.0,PopCap,E10+
Batman: Return to Arkham,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0.0,0.04,0.26,73.0,28.0,8.0,79.0,"Rocksteady Studios, Virtuos",T
Rune: Viking Warlord,PS2,2001.0,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53.0,16.0,7.0,11.0,Human Head Studios,M
The Incredible Hulk,X360,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,42.0,6.0,24.0,Edge of Reality,T
Panzer Dragoon Orta,XB,2002.0,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90.0,41.0,8.0,64.0,Smilebit,T
America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,6.0,9.0,Indies Zero,E
Suikoden Tierkreis,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,24.0,7.0,37.0,Konami,E10+
Superman Returns,X360,2006.0,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,48.0,6.0,49.0,EA Tiburon,T
Shin Megami Tensei: Devil Survivor,DS,2009.0,Role-Playing,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,28.0,9.0,79.0,Atlus,T
Tearaway Unfolded,PS4,2015.0,Platform,Sony Computer Entertainment,0.09,0.13,0.0,0.04,0.26,81.0,70.0,8.0,188.0,Media Molecule,E
MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,11.0,8.0,10.0,Blue Shift,E10+
Etrian Odyssey II: Heroes of Lagaard,DS,2008.0,Role-Playing,Atlus,0.09,0.0,0.16,0.01,0.26,82.0,17.0,9.0,24.0,Atlus,E10+
The Incredible Hulk,PS3,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26.0,7.0,20.0,Edge of Reality,T
Deadly Premonition,X360,2010.0,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.26,68.0,39.0,8.0,332.0,Access Games,M
Ford Racing 3,PS2,2004.0,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,7.0,7.0,8.0,Razorworks Studios,E
The Adventures of Tintin: The Game,PS3,2011.0,Action,Ubisoft,0.06,0.15,0.0,0.05,0.26,59.0,27.0,6.0,13.0,Ubisoft Montpellier,E10+
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,Namco Bandai Games,0.11,0.03,0.09,0.03,0.26,63.0,22.0,9.0,20.0,Spike,T
Etrian Odyssey Untold: The Millennium Girl,3DS,2013.0,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80.0,41.0,8.0,89.0,Atlus,T
Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,25.0,7.0,75.0,TOSE,E
Star Wars: Bounty Hunter,GC,2002.0,Shooter,LucasArts,0.2,0.05,0.0,0.01,0.26,67.0,20.0,8.0,16.0,LucasArts,T
Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64.0,11.0,8.0,9.0,Omega Force,T
Naruto: Ultimate Ninja Heroes,PSP,2006.0,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,70.0,11.0,7.0,11.0,Bandai,T
Angry Birds Trilogy,X360,2012.0,Action,Activision,0.18,0.05,0.0,0.02,0.26,63.0,13.0,4.0,27.0,"Rovio Mobile, Rovio Entertainment",E
Major League Baseball 2K9,Wii,2009.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,61.0,5.0,4.0,10.0,2K Sports,E
WWE 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.12,0.12,0.0,0.02,0.26,68.0,12.0,6.0,27.0,Yuke's,T
Battlestations: Midway,X360,2007.0,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,0.26,73.0,55.0,7.0,40.0,Eidos Interactive,T
Riding Spirits,PS2,2002.0,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,59.0,14.0,9.0,17.0,Spike,E
Project CARS,XOne,2015.0,Racing,Slightly Mad Studios,0.11,0.13,0.0,0.02,0.26,81.0,16.0,6.0,135.0,Slightly Mad Studios,E
MLB 09: The Show,PSP,2009.0,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26,78.0,12.0,7.0,7.0,SCEA San Diego Studios,E
Bust A Groove 2,PS,1999.0,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26,66.0,8.0,9.0,35.0,Metro,E
Armored Core: Nexus,PS2,2004.0,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,73.0,19.0,9.0,7.0,From Software,T
Evolution Skateboarding,PS2,2002.0,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26,44.0,14.0,7.0,9.0,Konami,T
Outlaw Volleyball,XB,2003.0,Sports,TDK Mediactive,0.19,0.06,0.0,0.01,0.26,77.0,33.0,8.0,7.0,Hypnotix,M
Batman: Vengeance,GC,2001.0,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,70.0,17.0,6.0,16.0,Ubisoft Montreal,T
Spider-Man: Web of Shadows,PS3,2008.0,Action,Activision,0.2,0.04,0.0,0.02,0.26,67.0,44.0,8.0,34.0,"Treyarch, Shaba Games",T
Legaia 2: Duel Saga,PS2,2001.0,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,67.0,21.0,8.0,43.0,Prokion,T
Crash Nitro Kart,GC,2003.0,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,10.0,7.0,8.0,Vicarious Visions,E
ExciteBots: Trick Racing,Wii,2009.0,Racing,Nintendo,0.24,0.0,0.0,0.02,0.26,77.0,29.0,9.0,26.0,Monster Games Inc.,E
Oddworld: Stranger's Wrath,XB,2005.0,Adventure,Electronic Arts,0.19,0.06,0.0,0.01,0.26,88.0,65.0,9.0,58.0,Oddworld Inhabitants,T
King of Fighters: Maximum Impact,PS2,2004.0,Fighting,Ignition Entertainment,0.13,0.1,0.0,0.03,0.26,64.0,45.0,7.0,12.0,SNK Playmore,T
Atelier Ayesha: The Alchemist of Dusk,PS3,2012.0,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,70.0,17.0,7.0,120.0,Gust,T
Battleborn,PS4,2016.0,Shooter,Take-Two Interactive,0.12,0.08,0.02,0.04,0.26,68.0,55.0,7.0,402.0,Gearbox Software,T
Drakan: The Ancients' Gates,PS2,2002.0,Adventure,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,78.0,31.0,9.0,39.0,Surreal Software,M
Resident Evil: Revelations,X360,2013.0,Action,Capcom,0.12,0.1,0.02,0.02,0.26,75.0,30.0,7.0,170.0,Capcom,M
Tony Hawk: Shred,X360,2010.0,Sports,Activision,0.17,0.06,0.0,0.02,0.26,53.0,10.0,7.0,10.0,Robomodo,E
Tokyo Jungle,PS3,2012.0,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26,74.0,60.0,8.0,89.0,Crispy's,T
Army of Two: The Devil's Cartel,X360,2013.0,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.26,54.0,55.0,6.0,195.0,Visceral Games,M
Puppeteer,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.04,0.26,80.0,75.0,8.0,236.0,SCE Japan Studio,E10+
Tom Clancy's Splinter Cell: Double Agent,PS3,2007.0,Action,Ubisoft,0.2,0.03,0.0,0.03,0.26,78.0,17.0,6.0,41.0,Ubisoft Shanghai,M
Resident Evil: Deadly Silence,DS,2006.0,Action,Capcom,0.11,0.02,0.11,0.01,0.26,71.0,41.0,8.0,36.0,Capcom,M
Legendary,X360,2008.0,Shooter,Atari,0.08,0.15,0.0,0.03,0.26,47.0,39.0,7.0,87.0,Spark Unlimited,M
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005.0,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26,80.0,57.0,8.0,79.0,Ubisoft Montpellier,T
Rayman DS,DS,2005.0,Platform,Ubisoft,0.21,0.03,0.0,0.02,0.26,58.0,20.0,8.0,19.0,DC Studios,E
All-Star Baseball 2003,XB,2002.0,Sports,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,79.0,15.0,8.0,7.0,Acclaim,E
MTX Mototrax,PS2,2004.0,Racing,Activision,0.13,0.1,0.0,0.03,0.26,77.0,30.0,8.0,9.0,Left Field Productions,E
NBA ShootOut 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,58.0,19.0,8.0,8.0,989 Sports,E
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008.0,Adventure,Codemasters,0.24,0.0,0.0,0.02,0.26,46.0,5.0,4.0,5.0,Gorilla Systems,E10+
Castlevania: Harmony of Dissonance,GBA,2002.0,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,87.0,27.0,8.0,39.0,KCET,T
Formula One 2001,PS2,2001.0,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,73.0,18.0,6.0,5.0,Studio Liverpool,E
Pirates of the Caribbean: Dead Man's Chest,DS,2006.0,Adventure,Disney Interactive Studios,0.23,0.01,0.0,0.02,0.26,63.0,11.0,9.0,7.0,Amaze Entertainment,T
Baldur's Gate: Dark Alliance II,XB,2004.0,Role-Playing,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,77.0,44.0,8.0,16.0,Black Isle Studios,T
Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68.0,25.0,8.0,7.0,Exient Entertainment,E
MVP Baseball 2004,GC,2004.0,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89.0,25.0,8.0,11.0,EA Sports,E
Polarium,DS,2004.0,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26,73.0,34.0,8.0,17.0,Mitchell,E
Super Street Fighter II: Turbo Revival,GBA,2001.0,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25,84.0,17.0,7.0,10.0,Capcom,T
Secret Weapons Over Normandy,XB,2003.0,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25,77.0,31.0,9.0,4.0,Totally Games,T
The Elder Scrolls IV: Oblivion,PC,2006.0,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.04,0.25,94.0,54.0,8.0,2454.0,Bethesda Softworks,M
Metroid Prime Pinball,DS,2005.0,Misc,Nintendo,0.21,0.0,0.02,0.02,0.25,79.0,51.0,8.0,32.0,Fuse Games Limited,E
Teen Titans,PS2,2006.0,Action,THQ,0.12,0.1,0.0,0.03,0.25,56.0,12.0,9.0,17.0,Artificial Mind and Movement,E10+
Bomberman Generation,GC,2002.0,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81.0,19.0,8.0,15.0,Hudson,E
Sega Rally Revo,PSP,2007.0,Racing,Sega,0.03,0.15,0.0,0.07,0.25,74.0,14.0,7.0,9.0,Bugbear,E
Surfing H3O,PS2,2000.0,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25,46.0,15.0,5.0,8.0,Opus,E
NASCAR 09,X360,2008.0,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,69.0,32.0,8.0,15.0,EA Games,E
NASCAR 09,PS3,2008.0,Racing,Electronic Arts,0.22,0.01,0.0,0.02,0.25,65.0,22.0,8.0,10.0,EA Games,E
Game of Thrones,X360,2012.0,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.25,52.0,35.0,5.0,126.0,"Cyanide, Cyanide Studios",M
Silent Hunter 5: Battle of the Atlantic,PC,2010.0,Simulation,Ubisoft,0.0,0.21,0.0,0.05,0.25,62.0,26.0,4.0,104.0,Ubisoft Romania,T
Amped 2,XB,2003.0,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,80.0,34.0,8.0,20.0,Indie Built,E
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.0,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,64.0,29.0,6.0,11.0,Square Enix,E10+
NHL 08,PS3,2007.0,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25,86.0,23.0,7.0,23.0,EA Canada,E10+
The Legend of Legacy,3DS,2015.0,Role-Playing,FuRyu,0.12,0.01,0.1,0.02,0.25,67.0,31.0,7.0,54.0,FuRyu,E10+
Juiced 2: Hot Import Nights,PS3,2007.0,Racing,THQ,0.18,0.04,0.01,0.03,0.25,71.0,10.0,6.0,5.0,Juice Games,T
LEGO Star Wars III: The Clone Wars,PC,2011.0,Action,LucasArts,0.1,0.13,0.0,0.03,0.25,76.0,14.0,8.0,44.0,Traveller's Tales,E10+
The Powerpuff Girls: Chemical X-Traction,PS,2001.0,Action,BAM! Entertainment,0.14,0.1,0.0,0.02,0.25,30.0,6.0,6.0,4.0,VIS Entertainment,E
Dead or Alive Xtreme 2,X360,2006.0,Sports,Tecmo Koei,0.15,0.02,0.06,0.02,0.25,53.0,46.0,7.0,42.0,Team Ninja,M
PlayStation VR Worlds,PS4,2016.0,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.04,0.25,59.0,48.0,7.0,73.0,Sony Interactive Entertainment,M
Hunted: The Demon's Forge,PS3,2011.0,Action,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57.0,34.0,6.0,70.0,InXile Entertainment,M
Men of Valor,XB,2004.0,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25,73.0,47.0,8.0,8.0,2015,M
Medal of Honor European Assault,GC,2005.0,Shooter,Electronic Arts,0.19,0.05,0.0,0.01,0.25,71.0,22.0,8.0,14.0,EA LA,T
Billy Hatcher and the Giant Egg,GC,2003.0,Platform,Sega,0.19,0.05,0.0,0.01,0.25,71.0,37.0,9.0,31.0,Sonic Team,E
NHL 08,X360,2007.0,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25,85.0,44.0,8.0,44.0,EA Canada,E10+
WipEout Fusion,PS2,2002.0,Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25,83.0,21.0,8.0,43.0,Studio Liverpool,E
Prison Break: The Conspiracy,PS3,2010.0,Action,Deep Silver,0.05,0.15,0.0,0.05,0.25,42.0,33.0,4.0,20.0,ZootFly,T
NHL 06,XB,2005.0,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,79.0,35.0,8.0,18.0,EA Canada,E10+
Anno 2205,PC,2015.0,Strategy,Ubisoft,0.02,0.22,0.0,0.02,0.25,72.0,45.0,6.0,278.0,Blue Byte,E10+
Ultimate Fighting Championship,PS,2000.0,Fighting,Ubisoft,0.14,0.09,0.0,0.02,0.25,53.0,6.0,7.0,16.0,Opus,T
XIII,XB,2003.0,Shooter,Ubisoft,0.16,0.08,0.0,0.01,0.25,74.0,38.0,8.0,15.0,Southend Interactive,M
Up,PS3,2009.0,Action,THQ,0.15,0.06,0.0,0.03,0.25,65.0,5.0,6.0,4.0,Heavy Iron Studios,E10+
Michael Jackson: The Experience,DS,2010.0,Misc,Ubisoft,0.21,0.02,0.0,0.02,0.25,64.0,5.0,7.0,5.0,Ubisoft,E10+
MotoGP '07,X360,2007.0,Racing,THQ,0.23,0.0,0.0,0.02,0.25,78.0,20.0,7.0,11.0,"Climax Group, Climax Studios",E
Cars,X360,2006.0,Racing,THQ,0.22,0.01,0.0,0.02,0.25,65.0,16.0,6.0,8.0,Rainbow Studios,E
Hatsune Miku: Project Diva F 2nd,PS3,2014.0,Misc,Sega,0.09,0.03,0.1,0.03,0.25,78.0,15.0,9.0,49.0,Sega,T
Need for Speed Rivals,PC,2013.0,Racing,Electronic Arts,0.04,0.19,0.0,0.02,0.25,76.0,16.0,3.0,546.0,Ghost Games,E10+
The Mummy: Tomb of the Dragon Emperor,PS2,2008.0,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,38.0,7.0,7.0,6.0,Eurocom Entertainment Software,T
Def Jam Vendetta,GC,2003.0,Fighting,Electronic Arts,0.19,0.05,0.0,0.01,0.25,81.0,22.0,8.0,8.0,Aki Corp.,T
